rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 4,KIM Hyun-Ho,KOR,"Born: Nov 20, 1987",B.weight: 93.45,Group: A,Snatch: 151,CI&Jerk: 196,Total: 347,,94kgMen,Total,194
Rank: 5,GULALYYEV Meylis,TKM,"Born: Jun 14, 1989",B.weight: 93.40,Group: A,Snatch: 158,CI&Jerk: 180,Total: 338,,94kgMen,Total,194
Rank: 6,SAPARGELDIYEV Dovletmyrat,TKM,"Born: Apr 27, 1994",B.weight: 87.60,Group: A,Snatch: 130,CI&Jerk: 157,Total: 287,,94kgMen,Total,194
Rank: 1,NASIRSHELAL Navab,IRI,"Born: Apr 01, 1989",B.weight: 103.95,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 180,105kgMen,Snatch,194
Rank: 2,BARARI Mohammadreza,IRI,"Born: Mar 31, 1988",B.weight: 104.65,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 174,105kgMen,Snatch,194
Rank: 3,DONG Young Oh,KOR,"Born: Apr 05, 1985",B.weight: 104.55,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 160,105kgMen,Snatch,194
Rank: 4,ZINNATOV Jakhongir,UZB,"Born: Aug 17, 1990",B.weight: 99.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 150,105kgMen,Snatch,194
Rank: 5,MAB Rasuly,AFG,"Born: Feb 19, 1973",B.weight: 97.95,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 110,105kgMen,Snatch,194
Rank: 1,NASIRSHELAL Navab,IRI,"Born: Apr 01, 1989",B.weight: 103.95,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 208,105kgMen,CleanJerk,194
Rank: 2,BARARI Mohammadreza,IRI,"Born: Mar 31, 1988",B.weight: 104.65,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 205,105kgMen,CleanJerk,194
Rank: 3,DONG Young Oh,KOR,"Born: Apr 05, 1985",B.weight: 104.55,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 191,105kgMen,CleanJerk,194
Rank: 4,ZINNATOV Jakhongir,UZB,"Born: Aug 17, 1990",B.weight: 99.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 190,105kgMen,CleanJerk,194
Rank: 5,MAB Rasuly,AFG,"Born: Feb 19, 1973",B.weight: 97.95,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 140,105kgMen,CleanJerk,194
Rank: 1,NASIRSHELAL Navab,IRI,"Born: Apr 01, 1989",B.weight: 103.95,Group: A,Snatch: 180,CI&Jerk: 208,Total: 388,,105kgMen,Total,194
Rank: 2,BARARI Mohammadreza,IRI,"Born: Mar 31, 1988",B.weight: 104.65,Group: A,Snatch: 174,CI&Jerk: 205,Total: 379,,105kgMen,Total,194
Rank: 3,DONG Young Oh,KOR,"Born: Apr 05, 1985",B.weight: 104.55,Group: A,Snatch: 160,CI&Jerk: 191,Total: 351,,105kgMen,Total,194
Rank: 4,ZINNATOV Jakhongir,UZB,"Born: Aug 17, 1990",B.weight: 99.80,Group: A,Snatch: 150,CI&Jerk: 190,Total: 340,,105kgMen,Total,194
Rank: 5,MAB Rasuly,AFG,"Born: Feb 19, 1973",B.weight: 97.95,Group: A,Snatch: 110,CI&Jerk: 140,Total: 250,,105kgMen,Total,194
Rank: 1,REZA Ashorizadeh,IRI,"Born: Mar 08, 1988",B.weight: 158.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 180,+105kgMen,Snatch,194
Rank: 2,MOULAEI Bahador,IRI,"Born: Mar 21, 1992",B.weight: 131.20,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 174,+105kgMen,Snatch,194
Rank: 3,TOYCHYYEV Hojamuhammet,TKM,"Born: Jan 16, 1992",B.weight: 121.90,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 170,+105kgMen,Snatch,194
Rank: 4,BAHTYOR Toshpulatov,UZB,"Born: Oct 25, 1982",B.weight: 117.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 161,+105kgMen,Snatch,194
Rank: DSQ,ABDUL RAOUF Noori,AFG,"Born: Apr 14, 1978",B.weight: 114.50,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: ---,+105kgMen,Snatch,194
Rank: 1,MOULAEI Bahador,IRI,"Born: Mar 21, 1992",B.weight: 131.20,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 233,+105kgMen,CleanJerk,194
Rank: 2,REZA Ashorizadeh,IRI,"Born: Mar 08, 1988",B.weight: 158.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 227,+105kgMen,CleanJerk,194
Rank: 3,TOYCHYYEV Hojamuhammet,TKM,"Born: Jan 16, 1992",B.weight: 121.90,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 210,+105kgMen,CleanJerk,194
Rank: 4,BAHTYOR Toshpulatov,UZB,"Born: Oct 25, 1982",B.weight: 117.80,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 190,+105kgMen,CleanJerk,194
Rank: DSQ,ABDUL RAOUF Noori,AFG,"Born: Apr 14, 1978",B.weight: 114.50,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: ---,+105kgMen,CleanJerk,194
Rank: 1,MOULAEI Bahador,IRI,"Born: Mar 21, 1992",B.weight: 131.20,Group: A,Snatch: 174,CI&Jerk: 233,Total: 407,,+105kgMen,Total,194
Rank: 2,REZA Ashorizadeh,IRI,"Born: Mar 08, 1988",B.weight: 158.60,Group: A,Snatch: 180,CI&Jerk: 227,Total: 407,,+105kgMen,Total,194
Rank: 3,TOYCHYYEV Hojamuhammet,TKM,"Born: Jan 16, 1992",B.weight: 121.90,Group: A,Snatch: 170,CI&Jerk: 210,Total: 380,,+105kgMen,Total,194
Rank: 4,BAHTYOR Toshpulatov,UZB,"Born: Oct 25, 1982",B.weight: 117.80,Group: A,Snatch: 161,CI&Jerk: 190,Total: 351,,+105kgMen,Total,194
Rank: DSQ,ABDUL RAOUF Noori,AFG,"Born: Apr 14, 1978",B.weight: 114.50,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,+105kgMen,Total,194
Rank: 1,SISOEVA Marina,UZB,"Born: May 30, 1993",B.weight: 47.40,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 75,48kgWomen,Snatch,194
Rank: 2,KADIROVA Lola,UZB,"Born: Feb 02, 1994",B.weight: 47.85,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 45,48kgWomen,Snatch,194
Rank: ---,TOGOEVA Makhliyo,UZB,"Born: Jan 07, 1992",B.weight: 46.65,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: ---,48kgWomen,Snatch,194
Rank: 1,SISOEVA Marina,UZB,"Born: May 30, 1993",B.weight: 47.40,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 95,48kgWomen,CleanJerk,194
Rank: 2,KADIROVA Lola,UZB,"Born: Feb 02, 1994",B.weight: 47.85,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 57,48kgWomen,CleanJerk,194
Rank: ---,TOGOEVA Makhliyo,UZB,"Born: Jan 07, 1992",B.weight: 46.65,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: ---,48kgWomen,CleanJerk,194
Rank: 1,SISOEVA Marina,UZB,"Born: May 30, 1993",B.weight: 47.40,Group: A,Snatch: 75,CI&Jerk: 95,Total: 170,,48kgWomen,Total,194
Rank: 2,KADIROVA Lola,UZB,"Born: Feb 02, 1994",B.weight: 47.85,Group: A,Snatch: 45,CI&Jerk: 57,Total: 102,,48kgWomen,Total,194
Rank: ---,TOGOEVA Makhliyo,UZB,"Born: Jan 07, 1992",B.weight: 46.65,Group: A,Snatch: ---,CI&Jerk: ---,Total: ---,,48kgWomen,Total,194
